work_id,title,author,year_first,n_editions,genre_britdrama,genre_annals,genre_main,genre_source
342,Prince Henry's Barriers  (The Lady of the Lake) (Merlin and Meliadus),"Jonson, Ben",1616,1,entertainment; tournament,entertainment,other/multi,none
355,"Siderothriambos, or Steel and Iron Triumphing","Munday, Anthony",1618,1,civic play; pageant,civic pageant,other/multi,none
366,"Tes Irenes Trophaea, or The Triumphs of Peace","Squire, John",1620,1,civic play; pageant,civic pageant,other/multi,none
10,The Beauty and Good Properties of Women (Calisto and Melebea) (Celestina),"Rastell, John",1525,1,not in BritDrama,interlude;romance,other/multi,none
313,The Brazen Age (The Age of Brass),"Heywood, Thomas",1613,1,classical legend or myth,classical legend,other/multi,none
576,The Bride,"Nabbes, Thomas",1640,1,not in BritDrama,,other/multi,none
22,The Chief Promises of God unto Man (God's Promises),"Bale, John",1547,1,biblical play,mystery,other/multi,none
432,The Conceited Pedlar (The University Pedlar),"Randolph, Thomas",1630,1,entertainment; academic entertainment,monologue,other/multi,none
200,The Coronation Triumph (The Royal Entry of King James I into London),"Jonson, Ben",1604,1,entertainment; royal entertainment or entry,entertainment,other/multi,none
370,The Entertainment at Bunhill on the Shooting Day (The Archer),"Middleton, Thomas",1621,1,entertainment; civic play,civic pageant,other/multi,none
75,The Entertainment at Norwich (Royal Entry of Queen Elizabeth),"Garter, BernardGoldingham, William",1578,1,entertainment; royal entertainment or entry,entertainment,other/multi,none
374,The Entertainment at Sir Francis Jones's Welcome (Comus the Great Sir of Feasts) (The Servant of Comus),"Middleton, Thomas",1621,1,entertainment; civic play,civic pageant,other/multi,none
376,The Entertainment at Sir Francis Jones's at Easter (The Four Seasons),"Middleton, Thomas",1621,1,entertainment; civic play,civic pageant,other/multi,none
369,The Entertainment at Sir William Cokayne's in Easter Week (The Cock),"Middleton, Thomas",1621,1,entertainment; civic play,civic pageant,other/multi,none
371,The Entertainment at the Conduit Head (The Water Nymph),"Middleton, Thomas",1621,1,entertainment; civic play,civic pageant,other/multi,none
372,The Entertainment for the General Training (Pallas),"Middleton, Thomas",1621,1,entertainment; civic play,civic pageant,other/multi,none
76,The Entertainment in Suffolk and Norfolk (Royal Entry of Queen Elizabeth into Norwich),"Churchyard, Thomas",1578,1,entertainment; royal entertainment or entry,entertainment,other/multi,none
77,The Entertainment of the French Ambassadors (The Fortress of Perfect Beauty) (Tilt of the Foster-Children of Desire),"Goldwell, Henry",1581,1,tilt,entertainment;tilt,other/multi,none
377,The Entertainment of the Lords of the Council by Sheriff Allen (Flora's Welcome),"Middleton, Thomas",1621,1,entertainment; civic play,civic pageant,other/multi,none
378,The Entertainment of the Lords of the Council by Sheriff Ducie (Flora's Servants),"Middleton, Thomas",1621,1,entertainment; civic play,civic pageant,other/multi,none
21,The Four P's,"Heywood, John",1544,1,not in BritDrama,comedy;interlude,other/multi,none
294,"The Golden Age, or The Lives of Jupiter and Saturn","Heywood, Thomas",1611,1,classical legend or myth,classical legend,other/multi,none
329,"The Hector of Germany, or The Palsgrave, Prime Elector","Smith, William",1615,1,history; pseudo-history,history;pseudo-history,other/multi,none
20,The Interlude of Youth,Anonymous,1565,1,not in BritDrama,morality;interlude,other/multi,none
202,The Magnificent Entertainment Given to King James (The Royal Entry of King James I into London),"Dekker, ThomasJonson, BenMiddleton, ThomasRuytinck, SimonCool, JacobThorius, Raphael",1604,1,pageant; civic play; entertainment; royal entertainment or entry,entertainment,other/multi,none
612,The Masque of Owls,"Jonson, Ben",1641,1,entertainment,entertainment,other/multi,none
6,The Nature of the Four Elements (Natura Naturata),"Rastell, John",1520,1,not in BritDrama,morality;interlude,other/multi,none
87,The Pageant before Woolstone Dixie,"Peele, George",1585,1,civic play; pageant,civic pageant,other/multi,none
96,The Pageant for John Allot,"Nelson, Thomas",1590,1,civic play; pageant,civic pageant,other/multi,none
14,"The Pardoner and the Friar, the Curate, and Neighbor Pratte","Heywood, John",1533,1,not in BritDrama,comedy;interlude,other/multi,none
511,The Presentment of Bushell's Rock (Royal Entertainment at Enstone),"Jordan, ThomasBushell, Thomas (mining entrepreneur)",1636,1,entertainment; royal entertainment or entry,entertainment,other/multi,none
88,The Queen's Entertainment at Woodstock,Anonymous,1585,1,entertainment; royal entertainment or entry,entertainment,other/multi,none
111.1,The Royal Entertainment at Bisham Abbey,Anonymous,1592,1,entertainment; royal entertainment or entry,entertainment,other/multi,none
318,The Royal Entertainment at Caversham,"Campion, Thomas",1613,1,entertainment; masque; royal entertainment or entry,entertainment,other/multi,none
103,The Royal Entertainment at Cowdray,Anonymous,1591,1,entertainment; royal entertainment or entry,entertainment,other/multi,none
339,The Royal Entertainment at Highgate (The Penates),"Jonson, Ben",1616,1,entertainment; royal entertainment or entry,entertainment,other/multi,none
111.3,The Royal Entertainment at Rycote,Anonymous,1592,1,entertainment; royal entertainment or entry,entertainment,other/multi,none
111.2,The Royal Entertainment at Sudeley Castle,Anonymous,1592,1,entertainment; royal entertainment or entry,entertainment,other/multi,none
341,"The Royal Entertainment at Theobalds, 1607 (The Genius)","Jonson, Ben",1616,1,entertainment; royal entertainment or entry,entertainment,other/multi,none
201,The Royal Entertainment of the Queen and Prince at Althorp (The Satyr),"Jonson, Ben",1604,1,entertainment; royal entertainment or entry,entertainment,other/multi,none
340,"The Royal Entertainment of the Two Kings of Great Britain and Denmark (The Entertainment at Theobalds, 1606) (The Hours)","Jonson, Ben",1616,1,entertainment; royal entertainment or entry,entertainment,other/multi,none
487,The Royal Entry of King Charles I into Edinburgh (The Entertainment at Edinburgh),"Drummond, WilliamAdamson, JohnCrawford, Thomas",1633,1,entertainment; royal entertainment or entry,entertainment,other/multi,none
618,"The Sad Shepherd, or A Tale of Robin Hood","Jonson, Ben",1641,1,not in BritDrama,comedy;pastoral,other/multi,none
367,The Sun in Aries,"Middleton, Thomas",1621,1,civic play; pageant,civic pageant,other/multi,none
23,"The Temptation of Our Lord and Saviour, Jesus Christ, by Satan in the Desert","Bale, John",1547,1,biblical play,mystery,other/multi,none
495,The Triumphs of Fame and Honor,"Taylor, John",1634,1,civic play; pageant,civic pageant,other/multi,none
413,The Triumphs of Health and Prosperity,"Middleton, Thomas",1626,1,civic play; pageant,civic pageant,other/multi,none
351,The Triumphs of Honor and Industry,"Middleton, Thomas",1617,1,civic play; pageant,civic pageant,other/multi,none
383,The Triumphs of Honor and Virtue,"Middleton, Thomas",1622,1,civic play; pageant,civic pageant,other/multi,none
387,The Triumphs of Integrity,"Middleton, Thomas",1623,1,civic play; pageant,civic pageant,other/multi,none
359,The Triumphs of Love and Antiquity,"Middleton, Thomas",1619,1,civic play; pageant,civic pageant,other/multi,none
218,The Triumphs of Reunited Britannia,"Munday, Anthony",1605,1,civic play; pageant,civic pageant,other/multi,none
311,The Triumphs of Truth,"Munday, AnthonyMiddleton, Thomas",1613,1,civic play; pageant,civic pageant,other/multi,none
581,The Unfortunate Mother,"Nabbes, Thomas",1640,1,not in BritDrama,,other/multi,none
241,The Whore of Babylon,"Dekker, Thomas",1607,1,history; allegory,history;allegory,other/multi,none
302,Troia Nova Triumphans (London Triumphing),"Dekker, Thomas",1612,1,civic play; pageant,civic pageant,other/multi,none
361,Two Wise Men and All the Rest Fools,Anonymous,1619,1,satire; dialogue,comedy;dialogue,other/multi,none
426,"Wine, Beer, and Ale Together by the Ears (Wine, Beer, Ale, and Tobacco Contending for Superiority)",Anonymous,1629,1,dialogue,entertainment,other/multi,none
331,"Work for Cutlers (Sword, Rapier, and Dagger)",Anonymous,1615,1,entertainment; academic entertainment,comedy;dialogue,other/multi,none
417,Aminta,"Tasso, TorquatoReynolds, Henry",1628,1,pastoral,pastoral,pastoral,britdrama
530,"Amphrisa, or The Forsaken Shepherdess (Polopaea and Alope)","Heywood, Thomas",1637,1,pastoral,dialogue,pastoral,britdrama
548,"Amyntas, or The Impossible Dowry","Randolph, Thomas",1638,1,pastoral,pastoral,pastoral,britdrama
325,Hymen's Triumph,"Daniel, Samuel",1615,1,pastoral; tragicomedy,pastoral,pastoral,annals
183,"Il Pastor Fido, or The Faithful Shepherd","Dymoke, TailboysGuarini, Giovanni Battista",1602,1,pastoral,pastoral,pastoral,britdrama
600,Love Crowns the End,"Tatham, John",1640,1,pastoral,pastoral,pastoral,britdrama
178,Love's Metamorphosis,"Lyly, John",1601,1,pastoral; comedy,pastoral,pastoral,annals
539,Love's Riddle,"Cowley, Abraham",1638,1,pastoral,pastoral,pastoral,britdrama
97,Phillis and Amyntas (Ivychurch) (Amyntas' Pastoral),"Fraunce, AbrahamTasso, Torquato",1591,1,pastoral,pastoral,pastoral,britdrama
449,Rhodon and Iris,"Knevet, Ralph",1631,1,pastoral,pastoral,pastoral,britdrama
443,Sicelides (The Sicilians),"Fletcher, Phineas",1631,1,pastoral,piscatory,pastoral,britdrama
83,The Arraignment of Paris,"Peele, George",1584,1,pastoral,pastoral;classical legend,pastoral,britdrama
287,The Faithful Shepherdess,"Fletcher, John",1610,1,pastoral; tragicomedy,pastoral,pastoral,annals
227,The Queen's Arcadia (Arcadia Reformed),"Daniel, Samuel",1606,1,pastoral,pastoral,pastoral,britdrama
499,The Shepherds' Holiday,"Rutter, Joseph",1635,1,pastoral,pastoral,pastoral,britdrama
531,A Shoemaker a Gentleman,"Rowley, William",1638,1,romance,comedy,romance,britdrama
156,"Alphonsus, King of Aragon","Greene, Robert",1599,1,romance,romance,romance,britdrama
188,"Blurt, Master Constable, or The Spaniard's Night Walk",Anonymous,1602,1,romance,comedy,romance,britdrama
406,"Cymbeline, King of Britain","Shakespeare, William",1623,1,romance,tragicomedy,romance,britdrama
158,"George a Green, the Pinner of Wakefield","Greene, Robert",1599,1,romance,comedy;romance,romance,britdrama
151,Mucedorus (and Amadine),Anonymous,1598,1,romance,comedy;romance,romance,britdrama
162,Old Fortunatus,"Dekker, Thomas",1600,1,romance,comedy,romance,britdrama
123,Orlando Furioso,"Greene, Robert",1594,1,romance,comedy;romance,romance,britdrama
284,"Pericles, Prince of Tyre","Shakespeare, WilliamWilkins, George",1609,1,romance,tragicomedy,romance,britdrama
333,The Four Prentices of London,"Heywood, Thomas",1615,1,romance,romance,romance,britdrama
137,The Old Wives Tale,"Peele, George",1595,1,romance,romance,romance,britdrama
516,The Royal King and the Loyal Subject,"Heywood, Thomas",1637,1,romance,tragicomedy,romance,britdrama
149,The Scottish History of James the Fourth,"Greene, Robert",1598,1,romance,history,romance,britdrama
545,The Seven Champions of Christendom,"Kirke, John",1638,1,romance,romance,romance,britdrama
439,The Spanish Bawd (Calisto and Meliboea) (Celestina),"Mabbe, JamesRojas, Fernando de",1631,1,tragicomedy; literary play,romance,romance,annals
584,The Strange Discovery,"Gough, J.",1640,1,romance,tragicomedy,romance,britdrama
210,The Trial of Chivalry (This Gallant Cavaliero Dick Bowyer),Anonymous,1605,1,romance,history;pseudo-history,romance,britdrama
397,The Winter's Tale,"Shakespeare, William",1623,1,romance,tragicomedy,romance,britdrama
221,"1 Jeronimo, with the Wars of Portugal",Anonymous,1605,1,tragedy,history;pseudo-history,tragedy,britdrama
94,1 Tamburlaine the Great,"Marlowe, Christopher",1590,1,tragedy,romance,tragedy,britdrama
95,2 Tamburlaine the Great,"Marlowe, Christopher",1590,1,tragedy,romance,tragedy,britdrama
300,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,1,tragedy,tragedy,tragedy,britdrama
258,A Woman Killed with Kindness,"Heywood, Thomas",1607,1,tragedy,tragedy,tragedy,britdrama
272,A Yorkshire Tragedy,"Middleton, Thomas",1608,1,tragedy,tragedy,tragedy,britdrama
71,Abraham's Sacrifice,"Golding, ArthurBeza, Theodore",1577,1,biblical play,tragedy,tragedy,annals
42,Agamemnon (Seneca's Eighth Tragedy),"Seneca, Lucius AnnaeusStudley, John",1566,1,tragedy,tragedy,tragedy,britdrama
489,Alaham,"Greville, Fulke",1633,1,tragedy,tragedy,tragedy,britdrama
422,"Albovine, King of the Lombards","Davenant, William",1629,1,tragedy,tragedy,tragedy,britdrama
471,All's Lost by Lust,"Rowley, William",1633,1,tragedy,tragedy,tragedy,britdrama
450,"Antigone, the Theban Princess","May, Thomas",1631,1,tragedy,tragedy,tragedy,britdrama
185,Antonio's Revenge (2 Antonio and Mellida),"Marston, John",1602,1,tragedy,,tragedy,britdrama
108,Antonius (Antony),"Herbert, Mary SidneyGarnier, RobertSidney Herbert, Mary",1595,1,tragedy,tragedy,tragedy,britdrama
405,Antony and Cleopatra,"Shakespeare, William",1623,1,tragedy,tragedy,tragedy,britdrama
65,Appius and Virginia,"B., R.",1575,1,tragedy,morality,tragedy,britdrama
246,Bussy D'Ambois,"Chapman, George",1607,1,tragedy,,tragedy,britdrama
444,Caesar and Pompey (The Wars of Caesar and Pompey),"Chapman, George",1631,1,tragedy,history,tragedy,britdrama
56,"Cambises, King of Persia","Preston, Thomas",1570,1,tragedy,tragedy,tragedy,britdrama
296,Catiline His Conspiracy,"Jonson, Ben",1611,1,tragedy,tragedy,tragedy,britdrama
550,"Chabot, Admiral of France","Chapman, GeorgeShirley, James",1639,1,tragedy,tragedy,tragedy,britdrama
132,Cleopatra,"Daniel, Samuel",1594,1,tragedy,tragedy,tragedy,britdrama
553,"Cleopatra, Queen of Egypt","May, Thomas",1639,1,tragedy,tragedy,tragedy,britdrama
401,Coriolanus,"Shakespeare, William",1623,1,tragedy,tragedy,tragedy,britdrama
116,Cornelia (Pompey the Great His Fair Cornelia's Tragedy),"Garnier, RobertKyd, Thomas",1594,1,tragedy,tragedy,tragedy,britdrama
209,Croesus,"Alexander, William",1604,1,tragedy,tragedy,tragedy,britdrama
328,Cupid's Revenge,"Beaumont, FrancisFletcher, John",1615,1,tragedy,tragedy,tragedy,britdrama
314,"Cynthia's Revenge, or Maenander's Ecstasy","Stephens, John",1613,1,tragedy,tragedy,tragedy,britdrama
196,Darius,"Alexander, William",1604,1,tragedy,,tragedy,britdrama
128,"Dido, Queen of Carthage","Marlowe, ChristopherNashe, Thomas",1594,1,tragedy,tragedy,tragedy,britdrama
205,Doctor Faustus,"AnonymousMarlowe, Christopher",1604,1,tragedy,tragedy,tragedy,britdrama
39,Ferrex and Porrex (Gorboduc),"Norton, ThomasSackville, Thomas",1565,1,tragedy,tragedy,tragedy,britdrama
197,"Hamlet, Prince of Denmark","Shakespeare, William",1623,1,tragedy,tragedy,tragedy,britdrama
513,Hannibal and Scipio,"Nabbes, Thomas",1637,1,tragedy,tragedy,tragedy,britdrama
34,Hercules Furens (Mad Hercules) (Seneca's First Tragedy),"Heywood, JasperSeneca, Lucius Annaeus",1561,1,tragedy; literary play,tragedy,tragedy,annals
81,Hercules Oetaeus (Hercules on Mount Oeta) (Seneca's Tenth Tragedy),"Seneca, Lucius AnnaeusStudley, John",1581,1,tragedy,tragedy,tragedy,britdrama
382,Herod and Antipater,"Markham, GervaseSampson, William",1622,1,tragedy,tragedy,tragedy,britdrama
80,Hippolytus (Seneca's Fourth Tragedy),"Seneca, Lucius AnnaeusStudley, John",1581,1,tragedy,tragedy,tragedy,britdrama
438,"Hoffman, or A Revenge for a Father","Chettle, Henry",1631,1,tragedy,tragedy,tragedy,britdrama
560,Imperiale,"Freeman, Ralph",1639,1,not in BritDrama,tragedy,tragedy,annals
61,Jocasta,"Gascoigne, GeorgeKinwelmershe, FrancisYelverton, ChristopherEuripidesDolce, Lodovico",1573,1,tragedy,tragedy,tragedy,britdrama
261,Julius Caesar,"Alexander, William",1607,1,tragedy,tragedy,tragedy,britdrama
403,Julius Caesar,"Shakespeare, William",1623,1,tragedy,tragedy,tragedy,britdrama
265,King Lear,"Shakespeare, William",1608,1,tragedy,tragedy,tragedy,britdrama
136,"Locrine, the Eldest Son of King Brutus","S., W.",1595,1,tragedy,history;pseudo-history,tragedy,britdrama
418,"Lodovic Sforza, Duke of Milan","Gomersall, Robert",1628,1,tragedy,tragedy,tragedy,britdrama
573,Love's Cruelty,"Shirley, James",1640,1,tragedy,tragedy,tragedy,britdrama
478,Love's Sacrifice,"Ford, John",1633,1,tragedy,tragedy,tragedy,britdrama
404,Macbeth,"Shakespeare, WilliamMiddleton, Thomas",1623,1,tragedy,tragedy,tragedy,britdrama
107,Master Arden of Faversham in Kent,"AnonymousKyd, ThomasShakespeare, WilliamWatson, Thomas",1592,1,tragedy,tragedy,tragedy,britdrama
44,Medea (Seneca's Seventh Tragedy),"Seneca, Lucius AnnaeusStudley, John",1566,1,tragedy,tragedy,tragedy,britdrama
578,"Messalina, the Roman Empress","Richards, Nathaniel",1640,1,tragedy,tragedy,tragedy,britdrama
278,Mustapha,"Greville, Fulke",1633,1,tragedy,tragedy,tragedy,britdrama
410,Nero (Piso's Conspiracy),Anonymous,1624,1,tragedy,tragedy,tragedy,britdrama
45,Octavia (Seneca's Ninth Tragedy),"Seneca, Lucius AnnaeusNuce, ThomasPseudo-Seneca",1566,1,tragedy,tragedy,tragedy,britdrama
36,Oedipus (Seneca's Fifth Tragedy),"Seneca, Lucius AnnaeusNeville, Alexander",1581,1,tragedy,tragedy,tragedy,britdrama
485,Orestes,"Goffe, Thomas",1633,1,tragedy,tragedy,tragedy,britdrama
379,"Othello, the Moor of Venice","Shakespeare, William",1623,1,tragedy,tragedy,tragedy,britdrama
143,Romeo and Juliet,"Shakespeare, William",1623,1,tragedy,tragedy,tragedy,britdrama
216,Sejanus His Fall,"Jonson, Ben",1616,1,tragedy,tragedy,tragedy,britdrama
599,"Sicily and Naples, or The Fatal Union","Harding, Samuel",1640,1,not in BritDrama,tragedy,tragedy,annals
109,Soliman and Perseda (Zulziman),Anonymous,1592,1,tragedy,tragedy,tragedy,britdrama
104,Tancred and Gismund (Gismond of Salerne),"Wilmot, RobertHatton, ChristopherNoel, HenryAl., G.Stafford, Roderick",1591,1,tragedy,tragedy,tragedy,britdrama
260,The Alexandraean Tragedy,"Alexander, William",1607,1,tragedy,tragedy,tragedy,britdrama
293,"The Atheist's Tragedy, or The Honest Man's Revenge","Tourneur, Cyril",1611,1,tragedy,tragedy,tragedy,britdrama
127,The Battle of Alcazar,"Peele, George",1594,1,tragedy,history;foreign history,tragedy,britdrama
567,The Bloody Banquet,"Dekker, ThomasMiddleton, Thomas",1639,1,tragedy,tragedy,tragedy,britdrama
565,"The Bloody Brother (Rollo, Duke of Normandy)","Fletcher, JohnField, NathanMassinger, Philip",1639,1,tragedy,tragedy,tragedy,britdrama
480,The Broken Heart,"Ford, John",1633,1,tragedy,tragedy,tragedy,britdrama
537,The Conspiracy (Pallantus and Eudora),"Killigrew, Henry",1638,1,tragedy,tragicomedy,tragedy,britdrama
458,"The Courageous Turk, or Amurath the First","Goffe, Thomas",1632,1,tragedy,tragedy,tragedy,britdrama
427,The Cruel Brother,"Davenant, William",1630,1,tragedy,tragedy,tragedy,britdrama
180,"The Death of Robert, Earl of Huntingdon (2 Robin Hood)","Munday, AnthonyChettle, Henry",1601,1,tragedy,history,tragedy,britdrama
254,"The Devil's Charter, or Pope Alexander the Sixth","Barnes, Barnabe",1607,1,tragedy,tragedy,tragedy,britdrama
389,The Duchess of Malfi,"Webster, John",1623,1,tragedy,tragedy,tragedy,britdrama
386,The Duke of Milan,"Massinger, Philip",1623,1,tragedy,tragedy,tragedy,britdrama
464,The Fatal Dowry,"Field, NathanMassinger, Philip",1632,1,tragedy,tragedy,tragedy,britdrama
315,The Insatiate Countess,"Marston, JohnMachin, LewisBarkstead, William",1613,1,tragedy,tragedy,tragedy,britdrama
48,The Interlude of Vice (Orestes),"Pickering, John",1567,1,tragedy,morality;interlude,tragedy,britdrama
475,The Jew of Malta,"Marlowe, Christopher",1633,1,tragedy,tragedy,tragedy,britdrama
562,The Maid's Revenge,"Shirley, James",1639,1,tragedy,tragedy,tragedy,britdrama
357,The Maid's Tragedy,"Beaumont, FrancisFletcher, John",1619,1,tragedy,tragedy,tragedy,britdrama
133,The Massacre at Paris,"Marlowe, Christopher",1596,1,tragedy,history;foreign history,tragedy,britdrama
249,The Miseries of Enforced Marriage,"Wilkins, George",1607,1,tragedy,domestic drama,tragedy,britdrama
89,The Misfortunes of Arthur (Certain Devices and Shows Presented to Her Majesty),"Hughes, ThomasFulbecke, William",1587,1,tragedy,tragedy,tragedy,britdrama
490,"The Noble Spanish Soldier (The Noble Soldier, or A Contract Broken Justly Revenged)","Dekker, Thomas",1634,1,tragedy,history;pseudo-history;foreign history,tragedy,britdrama
569,The Phoenix in Her Flames,"Lower, William",1639,1,not in BritDrama,tragedy,tragedy,annals
447,"The Raging Turk, or Bajazet the Second","Goffe, Thomas",1631,1,tragedy,tragedy,tragedy,britdrama
273,The Rape of Lucrece,"Heywood, Thomas",1608,1,tragedy,tragedy,tragedy,britdrama
582,The Rebellion,"Rawlins, Thomas",1640,1,tragedy,tragedy,tragedy,britdrama
307,The Revenge of Bussy D'Ambois,"Chapman, George",1613,1,tragedy,tragedy,tragedy,britdrama
253,The Revenger's Tragedy,"Middleton, Thomas",1607,1,tragedy,tragedy,tragedy,britdrama
110,The Spanish Tragedy (Hieronimo is Mad Again),"Kyd, Thomas",1592,1,tragedy,tragedy,tragedy,britdrama
275,The Tragedy of Charles Duke of Byron,"Chapman, George",1608,1,tragedy,tragedy,tragedy,britdrama
498,The Traitor,"Shirley, James",1635,1,tragedy,tragedy,tragedy,britdrama
286,The Turk (Muleasses the Turk),"Mason, John",1610,1,tragedy,tragedy,tragedy,britdrama
559,The Unnatural Combat,"Massinger, Philip",1639,1,tragedy,tragedy,tragedy,britdrama
380,The Virgin Martyr,"Dekker, ThomasMassinger, Philip",1622,1,tragedy,tragedy,tragedy,britdrama
510,"The Vow Breaker, or The Fair Maid of Clifton","Sampson, William",1636,1,tragedy,history;tragedy,tragedy,britdrama
131,"The Wars of Cyrus, King of Persia",Anonymous,1594,1,tragedy,history,tragedy,britdrama
306,The White Devil (Vittoria Corombona),"Webster, John",1612,1,tragedy,tragedy,tragedy,britdrama
231,"The Wonder of Women, or Sophonisba","Marston, John",1606,1,tragedy,tragedy,tragedy,britdrama
122,"The Wounds of Civil War, or Marius and Scilla","Lodge, Thomas",1594,1,tragedy,history,tragedy,britdrama
79,Thebais (Seneca's Third Tragedy),"Seneca, Lucius AnnaeusNewton, Thomas",1581,1,tragedy,tragedy,tragedy,britdrama
368,Thierry and Theodoret,"AnonymousFletcher, JohnMassinger, Philip",1621,1,tragedy,tragedy,tragedy,britdrama
29,Thyestes (Seneca's Second Tragedy),"Heywood, JasperSeneca, Lucius Annaeus",1560,1,tragedy,tragedy,tragedy,britdrama
402,Timon of Athens,"Shakespeare, WilliamMiddleton, Thomas",1623,1,tragedy,tragedy,tragedy,britdrama
117,Titus Andronicus,"Peele, GeorgeShakespeare, William",1594,1,tragedy,tragedy,tragedy,britdrama
28,Troas (Seneca's Sixth Tragedy),"Heywood, JasperSeneca, Lucius Annaeus",1581,1,tragedy,tragedy,tragedy,britdrama
279,Troilus and Cressida,"Shakespeare, William",1623,1,tragedy,tragedy,tragedy,britdrama
182,Two Lamentable Tragedies,"Yarington, Robert",1601,1,tragedy,tragedy,tragedy,britdrama
525,1 The Cid (The Valiant Cid),"Rutter, JosephCorneille, Pierre",1637,1,not in BritDrama,tragicomedy,tragicomedy,annals
596,2 The Cid,"Rutter, JosephDesfontaines, Nicolas-Marc",1640,1,not in BritDrama,tragicomedy,tragicomedy,annals
509,A Challenge for Beauty,"Heywood, Thomas",1636,1,tragicomedy,tragicomedy,tragicomedy,britdrama
360,A King and No King,"Beaumont, FrancisFletcher, John",1619,1,tragicomedy,tragicomedy,tragicomedy,britdrama
139,A Knack to Know an Honest Man,Anonymous,1596,1,tragicomedy,tragicomedy,tragicomedy,britdrama
501,"Adrasta, or The Woman's Spleen and Love's Conquest","Jones, John",1635,1,tragicomedy,tragicomedy,tragicomedy,britdrama
395,All's Well That Ends Well,"Shakespeare, WilliamMiddleton, Thomas",1623,1,tragicomedy,comedy,tragicomedy,britdrama
440,Match Me in London,"Dekker, Thomas",1631,1,tragicomedy,tragicomedy,tragicomedy,britdrama
392,Measure for Measure,"Shakespeare, WilliamMiddleton, Thomas",1623,1,tragicomedy,comedy,tragicomedy,britdrama
363,"Philaster, or Love Lies a-Bleeding","Beaumont, FrancisFletcher, John",1620,1,tragicomedy,tragicomedy,tragicomedy,britdrama
583,The Arcadia,"Shirley, James",1640,1,pastoral; romance,tragicomedy,tragicomedy,annals
408,The Bondman (The Noble Bondman),"Massinger, Philip",1624,1,tragicomedy,tragicomedy,tragicomedy,britdrama
572,The Coronation,"Shirley, James",1640,1,tragicomedy,comedy,tragicomedy,britdrama
423,The Deserving Favorite,"Carlell, Lodowick",1629,1,tragicomedy,tragicomedy,tragicomedy,britdrama
388,The Devil's Law Case (When Women Go to Law the Devil Is Full of Business),"Webster, John",1623,1,tragicomedy,tragicomedy,tragicomedy,britdrama
277,The Dumb Knight,"Markham, GervaseMachin, Lewis",1608,1,tragicomedy,comedy,tragicomedy,britdrama
459,The Emperor of the East,"Massinger, Philip",1632,1,tragicomedy,tragicomedy,tragicomedy,britdrama
484,The English Traveller,"Heywood, Thomas",1633,1,tragicomedy,tragicomedy,tragicomedy,britdrama
211,The Fair Maid of Bristol,Anonymous,1605,1,tragicomedy,comedy,tragicomedy,britdrama
428,The Just Italian,"Davenant, William",1630,1,tragicomedy,comedy,tragicomedy,britdrama
590,The Ladies' Privilege (The Lady's Privilege),"Glapthorne, Henry",1640,1,not in BritDrama,tragicomedy,tragicomedy,annals
534,The Lost Lady,"Berkeley, William",1638,1,not in BritDrama,tragicomedy,tragicomedy,annals
420,The Lover's Melancholy,"Ford, John",1629,1,tragicomedy,tragicomedy,tragicomedy,britdrama
470,The Maid of Honor,"Massinger, Philip",1632,1,tragicomedy,tragicomedy,tragicomedy,britdrama
203,The Malcontent,"Marston, John",1604,1,tragicomedy,tragicomedy,tragicomedy,britdrama
430,"The Renegado, or The Gentleman of Venice","Massinger, Philip",1630,1,tragicomedy,tragicomedy,tragicomedy,britdrama
570,The Royal Slave,"Cartwright, William",1639,1,tragicomedy,tragicomedy,tragicomedy,britdrama
492,The Two Noble Kinsmen,"Shakespeare, WilliamFletcher, John",1634,1,tragicomedy,tragicomedy,tragicomedy,britdrama
519,The Young Admiral,"Shirley, James",1637,1,tragicomedy,tragicomedy,tragicomedy,britdrama
