chunk_id,edition_id,work_id,deep_id,title,author,year,genre_deep,play_type_deep,tcp,n_nodes_in_chunk,len_B_words
396_00002,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,13,441
396_00003,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,51,476
396_00004,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,35,487
396_00005,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,10,438
396_00006,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,15,542
396_00007,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,30,456
396_00008,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,39,535
396_00009,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,67,522
396_00010,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,66,521
396_00011,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,4,507
396_00012,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,62,508
396_00013,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,67,509
396_00014,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,28,447
396_00015,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,26,464
396_00016,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,13,488
396_00017,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,23,506
396_00018,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,13,513
396_00019,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,37,472
396_00020,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,8,531
396_00021,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,72,529
396_00022,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,70,542
396_00023,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,66,486
396_00024,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,70,486
396_00025,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,37,480
396_00026,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,59,453
396_00027,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,72,488
396_00028,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,18,503
396_00029,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,14,487
396_00030,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,49,479
396_00031,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,42,485
396_00032,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,43,483
396_00033,396,173,305,Summer's Last Will and Testament,"Nashe, Thomas",1600,comedy,Boys Professional;Professional;Adult Professional,A08009,3,516
397_00000,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,61,482
397_00001,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,68,484
397_00002,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,64,496
397_00003,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,68,491
397_00004,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,64,502
397_00005,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,61,497
397_00006,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,63,509
397_00007,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,51,499
397_00008,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,23,500
397_00009,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,53,496
397_00010,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,58,502
397_00011,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,65,500
397_00012,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,56,486
397_00013,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,56,497
397_00014,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,46,506
397_00015,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,69,505
397_00016,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,66,503
397_00017,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,69,497
397_00018,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,45,492
397_00019,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,60,518
397_00020,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,59,482
397_00021,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,58,482
397_00022,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,49,484
397_00023,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,69,499
397_00024,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,49,484
397_00025,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,42,487
397_00026,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,61,480
397_00027,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,35,505
397_00028,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,51,507
397_00029,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,66,473
397_00030,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,64,484
397_00031,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,35,479
397_00032,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,59,492
397_00033,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,62,493
397_00034,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,62,497
397_00035,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,61,515
397_00036,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,63,484
397_00037,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,62,503
397_00038,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,51,507
397_00039,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,63,499
397_00040,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,53,492
397_00041,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,48,498
397_00042,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,63,503
397_00043,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,50,513
397_00044,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,66,497
397_00045,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,37,493
397_00046,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,61,490
397_00047,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,66,489
397_00048,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,62,494
397_00049,397,174,306,Look About You,Anonymous,1600,comedy,Adult Professional;Professional,A06333,67,490
398_00000,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,67,539
398_00001,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,73,548
398_00002,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,39,486
398_00003,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,38,494
398_00004,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,44,487
398_00005,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,20,484
398_00006,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,33,469
398_00007,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,22,496
398_00008,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,30,483
398_00009,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,58,489
398_00010,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,24,499
398_00011,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,19,478
398_00012,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,20,479
398_00013,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,68,491
398_00014,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,64,482
398_00015,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,51,487
398_00016,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,27,493
398_00017,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,20,493
398_00018,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,21,503
398_00019,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,40,500
398_00020,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,63,487
398_00021,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,65,492
398_00022,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,45,486
398_00023,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,33,486
398_00024,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,53,518
398_00025,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,56,497
398_00026,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,41,476
398_00027,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,37,484
398_00028,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,12,487
398_00029,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,12,497
398_00030,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,39,505
398_00031,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,54,498
398_00032,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,30,502
398_00033,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,33,493
398_00034,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,20,499
398_00035,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,54,488
398_00036,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,60,479
398_00037,398,175,307,"The Shoemaker's Holiday, or The Gentle Craft","Dekker, Thomas",1600,comedy,Adult Professional;Professional,A20083,37,476
404_00000,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,40,476
404_00001,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,50,506
404_00002,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,15,488
404_00003,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,52,453
404_00004,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,20,460
404_00005,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,12,457
404_00006,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,22,465
404_00007,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,20,515
404_00008,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,25,513
404_00009,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,18,521
404_00010,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,51,481
404_00011,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,53,483
404_00012,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,45,526
404_00013,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,34,513
404_00014,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,27,467
404_00015,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,49,465
404_00016,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,37,448
404_00017,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,16,473
404_00018,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,21,485
404_00019,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,25,476
404_00020,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,45,482
404_00021,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,53,469
404_00022,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,54,484
404_00023,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,30,483
404_00024,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,12,517
404_00025,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,20,503
404_00026,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,36,485
404_00027,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,41,498
404_00028,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,34,480
404_00029,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,19,481
404_00030,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,46,487
404_00031,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,25,490
404_00032,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,50,495
404_00033,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,33,498
404_00034,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,19,507
404_00035,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,24,481
404_00036,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,8,487
404_00037,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,37,467
404_00038,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,25,526
404_00039,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,27,486
404_00040,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,39,480
404_00041,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,32,485
404_00042,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,59,492
404_00043,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,30,484
404_00044,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,47,487
404_00045,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,29,486
404_00046,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,25,496
404_00047,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,8,525
404_00048,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,22,536
404_00049,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,63,538
404_00050,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,10,482
404_00051,404,176,313,Every Man in His Humor,"Jonson, Ben",1601,comedy,Adult Professional;Professional,A04647,34,488
405_00000,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,62,513
405_00001,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,41,487
405_00002,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,32,433
405_00003,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,31,472
405_00004,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,44,465
405_00005,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,22,457
405_00006,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,15,444
405_00007,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,19,446
405_00008,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,18,475
405_00009,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,23,503
405_00010,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,16,468
405_00011,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,34,490
405_00012,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,42,488
405_00013,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,54,529
405_00014,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,51,501
405_00015,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,30,494
405_00016,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,25,480
405_00017,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,48,488
405_00018,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,36,479
405_00019,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,40,504
405_00020,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,23,511
405_00021,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,23,507
405_00022,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,34,508
405_00023,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,39,512
405_00024,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,66,539
405_00025,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,72,501
405_00026,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,34,506
405_00027,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,11,513
405_00028,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,21,520
405_00029,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,35,509
405_00030,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,42,518
405_00031,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,33,517
405_00032,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,20,478
405_00033,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,45,480
405_00034,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,23,478
405_00035,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,52,479
405_00036,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,26,483
405_00037,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,22,486
405_00038,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,24,443
405_00039,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,9,517
405_00040,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,22,481
405_00041,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,32,494
405_00042,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,30,502
405_00043,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,23,498
405_00044,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,29,510
405_00045,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,56,488
405_00046,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,47,493
405_00047,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,42,506
405_00048,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,33,489
405_00049,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,31,495
405_00050,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,19,479
405_00051,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,20,525
405_00052,405,176,5074.01,Every Man in His Humor,"Jonson, Ben",1616,comedy,Adult Professional;Professional,A04632,13,517
407_00000,407,177,314,Jack Drum's Entertainment (Katherine and Pasquil),"Marston, John",1601,comedy,Boys Professional;Professional,A20867,43,539
407_00001,407,177,314,Jack Drum's Entertainment (Katherine and Pasquil),"Marston, John",1601,comedy,Boys Professional;Professional,A20867,46,481
407_00002,407,177,314,Jack Drum's Entertainment (Katherine and Pasquil),"Marston, John",1601,comedy,Boys Professional;Professional,A20867,54,511
407_00003,407,177,314,Jack Drum's Entertainment (Katherine and Pasquil),"Marston, John",1601,comedy,Boys Professional;Professional,A20867,54,513
407_00004,407,177,314,Jack Drum's Entertainment (Katherine and Pasquil),"Marston, John",1601,comedy,Boys Professional;Professional,A20867,53,518
407_00005,407,177,314,Jack Drum's Entertainment (Katherine and Pasquil),"Marston, John",1601,comedy,Boys Professional;Professional,A20867,38,521
407_00006,407,177,314,Jack Drum's Entertainment (Katherine and Pasquil),"Marston, John",1601,comedy,Boys Professional;Professional,A20867,39,516
