chunk_id,edition_id,work_id,deep_id,title,author,year,genre_deep,play_type_deep,tcp,n_nodes_in_chunk,len_B_words
691_00014,691,296,5074.16,Catiline His Conspiracy,"Jonson, Ben",1616,tragedy,Adult Professional;Professional,A04632,68,496
691_00015,691,296,5074.16,Catiline His Conspiracy,"Jonson, Ben",1616,tragedy,Adult Professional;Professional,A04632,88,518
691_00016,691,296,5074.16,Catiline His Conspiracy,"Jonson, Ben",1616,tragedy,Adult Professional;Professional,A04632,64,511
691_00017,691,296,5074.16,Catiline His Conspiracy,"Jonson, Ben",1616,tragedy,Adult Professional;Professional,A04632,74,516
691_00018,691,296,5074.16,Catiline His Conspiracy,"Jonson, Ben",1616,tragedy,Adult Professional;Professional,A04632,67,503
691_00019,691,296,5074.16,Catiline His Conspiracy,"Jonson, Ben",1616,tragedy,Adult Professional;Professional,A04632,59,502
691_00020,691,296,5074.16,Catiline His Conspiracy,"Jonson, Ben",1616,tragedy,Adult Professional;Professional,A04632,59,501
691_00021,691,296,5074.16,Catiline His Conspiracy,"Jonson, Ben",1616,tragedy,Adult Professional;Professional,A04632,60,498
691_00022,691,296,5074.16,Catiline His Conspiracy,"Jonson, Ben",1616,tragedy,Adult Professional;Professional,A04632,61,500
691_00023,691,296,5074.16,Catiline His Conspiracy,"Jonson, Ben",1616,tragedy,Adult Professional;Professional,A04632,84,517
691_00024,691,296,5074.16,Catiline His Conspiracy,"Jonson, Ben",1616,tragedy,Adult Professional;Professional,A04632,66,517
691_00025,691,296,5074.16,Catiline His Conspiracy,"Jonson, Ben",1616,tragedy,Adult Professional;Professional,A04632,74,516
691_00026,691,296,5074.16,Catiline His Conspiracy,"Jonson, Ben",1616,tragedy,Adult Professional;Professional,A04632,91,513
691_00027,691,296,5074.16,Catiline His Conspiracy,"Jonson, Ben",1616,tragedy,Adult Professional;Professional,A04632,66,488
691_00028,691,296,5074.16,Catiline His Conspiracy,"Jonson, Ben",1616,tragedy,Adult Professional;Professional,A04632,77,495
691_00029,691,296,5074.16,Catiline His Conspiracy,"Jonson, Ben",1616,tragedy,Adult Professional;Professional,A04632,69,495
691_00030,691,296,5074.16,Catiline His Conspiracy,"Jonson, Ben",1616,tragedy,Adult Professional;Professional,A04632,73,510
691_00031,691,296,5074.16,Catiline His Conspiracy,"Jonson, Ben",1616,tragedy,Adult Professional;Professional,A04632,74,506
691_00032,691,296,5074.16,Catiline His Conspiracy,"Jonson, Ben",1616,tragedy,Adult Professional;Professional,A04632,65,500
691_00033,691,296,5074.16,Catiline His Conspiracy,"Jonson, Ben",1616,tragedy,Adult Professional;Professional,A04632,62,498
691_00034,691,296,5074.16,Catiline His Conspiracy,"Jonson, Ben",1616,tragedy,Adult Professional;Professional,A04632,65,515
691_00035,691,296,5074.16,Catiline His Conspiracy,"Jonson, Ben",1616,tragedy,Adult Professional;Professional,A04632,68,512
691_00036,691,296,5074.16,Catiline His Conspiracy,"Jonson, Ben",1616,tragedy,Adult Professional;Professional,A04632,64,507
695_00000,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,17,541
695_00001,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,28,496
695_00002,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,23,513
695_00003,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,29,497
695_00004,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,7,498
695_00005,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,23,493
695_00006,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,21,492
695_00007,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,16,493
695_00008,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,25,491
695_00009,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,7,491
695_00010,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,13,505
695_00011,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,22,514
695_00012,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,25,514
695_00013,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,22,503
695_00014,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,16,519
695_00015,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,19,515
695_00016,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,15,507
695_00017,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,24,505
695_00018,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,31,504
695_00019,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,30,506
695_00020,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,22,511
695_00021,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,25,511
695_00022,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,35,509
695_00023,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,26,514
695_00024,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,14,520
695_00025,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,28,497
695_00026,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,24,487
695_00027,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,4,518
695_00028,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,30,511
695_00029,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,34,514
695_00030,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,22,486
695_00031,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,37,526
695_00032,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,33,499
695_00033,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,32,496
695_00034,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,48,479
695_00035,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,33,502
695_00036,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,22,500
695_00037,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,22,510
695_00038,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,23,501
695_00039,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,31,512
695_00040,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,38,512
695_00041,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,48,497
695_00042,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,18,495
695_00043,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,27,503
695_00044,695,297,573,May Day,"Chapman, George",1611,comedy,Boys Professional;Professional,A18415,34,528
696_00000,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,41,480
696_00001,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,61,534
696_00002,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,65,507
696_00003,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,68,504
696_00004,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,75,487
696_00005,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,64,505
696_00006,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,54,493
696_00007,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,31,499
696_00008,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,20,494
696_00009,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,49,479
696_00010,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,35,479
696_00011,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,28,483
696_00012,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,42,486
696_00013,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,39,488
696_00014,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,31,478
696_00015,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,52,459
696_00016,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,57,469
696_00017,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,29,462
696_00018,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,58,512
696_00019,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,60,508
696_00020,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,34,522
696_00021,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,60,490
696_00022,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,54,497
696_00023,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,64,499
696_00024,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,60,506
696_00025,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,68,502
696_00026,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,42,515
696_00027,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,56,514
696_00028,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,55,507
696_00029,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,40,515
696_00030,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,65,513
696_00031,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,34,507
696_00032,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,54,510
696_00033,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,63,518
696_00034,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,61,497
696_00035,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,52,510
696_00036,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,42,511
696_00037,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,43,507
696_00038,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,27,510
696_00039,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,46,502
696_00040,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,40,493
696_00041,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,59,495
696_00042,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,62,498
696_00043,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,68,499
696_00044,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,65,482
696_00045,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,66,498
696_00046,696,298,574,"The Roaring Girl, or Moll Cutpurse","Dekker, ThomasMiddleton, Thomas",1611,comedy,Adult Professional;Professional,A07524,62,521
697_00000,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,58,442
697_00001,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,58,459
697_00002,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,64,507
697_00003,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,65,503
697_00004,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,45,505
697_00005,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,34,504
697_00006,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,43,501
697_00007,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,43,506
697_00008,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,61,539
697_00009,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,64,497
697_00010,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,75,496
697_00011,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,58,497
697_00012,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,62,503
697_00013,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,48,504
697_00014,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,30,499
697_00015,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,36,550
697_00016,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,59,537
697_00017,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,66,494
697_00018,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,59,455
697_00019,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,52,521
697_00020,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,21,502
697_00021,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,40,506
697_00022,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,60,503
697_00023,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,63,468
697_00024,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,63,480
697_00025,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,41,499
697_00026,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,43,496
697_00027,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,57,500
697_00028,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,55,505
697_00029,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,74,508
697_00030,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,67,504
697_00031,697,299,575,A Woman Is a Weathercock,"Field, Nathan",1612,comedy,Boys Professional;Professional,A00725,54,506
698_00000,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,55,525
698_00001,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,62,495
698_00002,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,64,471
698_00003,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,57,479
698_00004,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,53,475
698_00005,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,65,477
698_00006,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,62,463
698_00007,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,59,489
698_00008,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,34,481
698_00009,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,32,498
698_00010,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,34,499
698_00011,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,38,493
698_00012,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,59,494
698_00013,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,56,492
698_00014,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,43,484
698_00015,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,38,481
698_00016,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,62,485
698_00017,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,66,505
698_00018,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,64,502
698_00019,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,70,531
698_00020,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,65,500
698_00021,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,62,517
698_00022,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,41,490
698_00023,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,29,490
698_00024,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,33,509
698_00025,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,43,477
698_00026,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,38,484
698_00027,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,52,489
698_00028,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,66,471
698_00029,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,62,494
698_00030,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,65,492
698_00031,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,48,496
698_00032,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,31,478
698_00033,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,30,484
698_00034,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,29,486
698_00035,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,50,483
698_00036,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,63,499
698_00037,698,300,576,A Christian Turned Turk (The Two Famous Pirates),"Daborne, Robert",1612,tragedy,Boys Professional;Professional,A19757,62,496
699_00000,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,36,501
699_00001,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,12,490
699_00002,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,15,478
699_00003,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,25,485
699_00004,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,36,480
699_00005,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,42,497
699_00006,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,34,495
699_00007,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,26,491
699_00008,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,25,491
699_00009,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,31,484
699_00010,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,42,482
699_00011,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,30,479
699_00012,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,26,508
699_00013,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,20,510
699_00014,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,17,493
699_00015,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,16,512
699_00016,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,29,500
699_00017,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,23,505
699_00018,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,13,508
699_00019,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,17,500
699_00020,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,24,466
699_00021,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,20,477
699_00022,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,28,484
699_00023,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,64,500
699_00024,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,20,481
699_00025,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,53,494
699_00026,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,28,494
699_00027,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,48,506
699_00028,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,76,497
699_00029,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,46,496
699_00030,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,28,492
699_00031,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,72,497
699_00032,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,41,516
699_00033,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,38,495
699_00034,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,43,469
699_00035,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,23,495
699_00036,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,17,490
699_00037,699,301,577,The Widow's Tears,"Chapman, George",1612,comedy,Boys Professional;Professional,A18426,33,493
